advert_id;source;title;make;model;year;engine;gearbox;cc;power;power_kw;mileage;currency;price;estimated_price;save_diff;extra_charge;discount;increase;price_in_eur;estimated_price_in_eur;save_diff_in_eur;extra_charge_in_eur;equipment;url;created_on;updated_on
15174055-autouncle.fr;autouncle.fr;Volvo XC40 - VIVA218033934;Volvo;XC40;2021;Hybrid;Automatic;0;180;132;65034;EUR;31980;35607;3627;0;10.19;0;31980;35607;3627;0;particle filter,climate control,sunroof,stop and go,lane warning,isofix,gps,esp,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/vivacar-fr/15174055/20560945;2024-09-08;
15189343-autouncle.fr;autouncle.fr;Volvo XC40 T5 180+82 ch BVA;Volvo;XC40;2021;Hybrid;Automatic;0;179;131;61800;EUR;32500;36152;3652;0;10.10;0;32500;36152;3652;0;climate control,parking,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15189343/20583077;2024-09-08;
15181449-autouncle.fr;autouncle.fr;Volvo XC40 163 ch BVM;Volvo;XC40;2020;Petrol;Automatic;1500;163;119;80588;EUR;27700;31215;3515;0;11.26;0;27700;31215;3515;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15181449/20571698;2024-09-08;
7145242-autouncle.pl;autouncle.pl;Volvo XC40 P6 Recharge Plus aut;Volvo;XC40;2022;Electric;Automatic;0;231;169;7498;PLN;149900;233636;83736;0;35.84;0;34811;54257;19446;0;pilot,parking,isofix,rain sensor;https://www.autouncle.pl/en/outgoing_link/selekt-volvocars-pl/7145242/11446716;2024-09-08;
15185586-autouncle.fr;autouncle.fr;Volvo XC40 T5 180+82 ch BVA;Volvo;XC40;2020;Hybrid;Automatic;1500;179;131;38386;EUR;33800;37530;3730;0;9.94;0;33800;37530;3730;0;climate control,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15185586/20577310;2024-09-08;
5071610-autouncle.ro;autouncle.ro;Volvo XC60 D4 Momentum Pro;Volvo;XC60;2020;Diesel;Manual;2000;190;139;199800;EUR;20500;25245;4745;0;18.80;0;20500;25245;4745;0;full leather,climate control,parking,stop and go,lane warning,isofix,gps,esp,el seats,sport seats,distance control;https://www.autouncle.ro/en/outgoing_link/autovit/5071610/5879559;2024-09-08;
8798922-autouncle.nl;autouncle.nl;Volvo XC40 T5 Twin Engine 262pk Geartronic [ PANO+LEDER+LED+C;Volvo;XC40;2020;Petrol;Automatic;1500;179;131;36584;EUR;31900;36724;4824;0;13.14;0;31900;36724;4824;0;full leather,glass roof,climate control,sunroof,isofix,gps,auto dimming mirror,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/autotrader-nl/8798922/18365588;2024-09-06;
15190404-autouncle.fr;autouncle.fr;Volvo XC40 XC40T5 Recharge 180+82 ch DCT7;Volvo;XC40;2020;Petrol;Automatic;1500;180;132;46329;EUR;32980;37269;4289;0;11.51;0;32980;37269;4289;0;particle filter,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/heycar-fr/15190404/20584919;2024-09-08;
8801772-autouncle.nl;autouncle.nl;Volvo XC40 T5 Recharge R-Design | Leder/Nubuck| Elektr. verst. stoelen | Harman Kardon | Tr;Volvo;XC40;2021;Electric;Automatic;1500;261;191;59899;EUR;34900;38879;3979;0;10.23;0;34900;38879;3979;0;;https://www.autouncle.nl/en/outgoing_link/selekt-volvocars-nl/8801772/18373566;2024-09-08;
14989632-autouncle.fr;autouncle.fr;Volvo XC40 T4 Recharge 129 + 82ch Start DCT 7 - VIVA207606451;Volvo;XC40;2022;Hybrid;Automatic;1500;129;94;31978;EUR;34990;38470;3480;0;9.05;0;34990;38470;3480;0;aircondition,parking,isofix,gps,esp,anti spin,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/vivacar-fr/14989632/20278791;2024-09-08;
5067533-autouncle.ro;autouncle.ro;Volvo XC40 ;Volvo;XC40;2020;Diesel;Automatic;2000;150;110;58376;EUR;26450;31740;5290;0;16.67;0;26450;31740;5290;0;4wd,pilot,climate control,parking,stop and go,isofix,gps,esp;https://www.autouncle.ro/en/outgoing_link/autovit/5067533/5874796;2024-09-04;
8769504-autouncle.nl;autouncle.nl;Volvo XC40 R-Design D4 AWD Geartronic;Volvo;XC40;2020;Diesel;Automatic;2000;150;110;121995;EUR;25450;31536;6086;0;19.30;0;25450;31536;6086;0;4wd,full leather,parking,sunroof,gps,sport package,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8769504/18304347;2024-09-02;
8806500-autouncle.nl;autouncle.nl;Volvo XC40 T4 PLUG-IN HYBRID ULTRA BRIGHT SCHUIFDAK HARMAN KA;Volvo;XC40;2022;Hybrid;Automatic;1500;211;155;17286;EUR;42900;47723;4823;0;10.11;0;42900;47723;4823;0;4wd,glass roof,climate control,parking,sunroof,lane warning,isofix,gps,auto dimming mirror,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/viabovag-nl/8806500/18383804;2024-09-08;
8766410-autouncle.nl;autouncle.nl;Volvo XC40 160 PK 1.5 T3 Automaat | Dig.Cockpit | Adapt.Cruis;Volvo;XC40;2020;Petrol;Automatic;1500;165;121;61107;EUR;29995;35097;5102;0;14.54;0;29995;35097;5102;0;climate control,parking,tow bar,stop and go,lane warning,gps,esp,anti spin,xenon,rain sensor,distance control,is service ok,is one owner;https://www.autouncle.nl/en/outgoing_link/viabovag-nl/8766410/18305970;2024-09-02;
8807063-autouncle.nl;autouncle.nl;Volvo XC40 B4 AUT(7) PLUS DARK TREKHAAK STOELVERWARMING GOOGLE MAPS CAMERA;Volvo;XC40;2024;Petrol;Automatic;2000;197;144;20435;EUR;40900;45484;4584;0;10.08;0;40900;45484;4584;0;4wd,climate control,parking,tow bar,lane warning,isofix,gps,auto dimming mirror,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/viabovag-nl/8807063/18383980;2024-09-08;
15175749-autouncle.fr;autouncle.fr;Volvo XC40 1.5T2 Momentum Geartronic FULL LEDEL.KOFFERCRUIS;Volvo;XC40;2021;Petrol;Automatic;1500;129;94;12859;EUR;29500;32742;3242;0;9.90;0;29500;32742;3242;0;climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,auto dimming mirror,rain sensor,distance control,is one owner;https://www.autouncle.fr/en/outgoing_link/autoscout24/15175749/20564005;2024-09-08;
14073101-autouncle.fr;autouncle.fr;Volvo XC40 Recharge 231ch Start EDT;Volvo;XC40;2022;Electric;Automatic;0;231;169;36982;EUR;29900;35002;5102;0;14.58;0;29900;35002;5102;0;glass roof,aircondition,parking,sunroof,isofix,gps,esp,anti spin,rain sensor;https://www.autouncle.fr/en/outgoing_link/groupe-maurin-com/14073101/19241566;2024-09-06;
8810276-autouncle.nl;autouncle.nl;Volvo XC40 T2 Automaat Business Pro | Adaptive Cruise | Dodehoeksensoren | Trekhaak | Camera | Apple;Volvo;XC40;2020;Petrol;Automatic;1500;131;96;31026;EUR;29900;33591;3691;0;10.99;0;29900;33591;3691;0;pilot,climate control,tow bar,stop and go,gps,auto dimming mirror,rain sensor;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8810276/18392056;2024-09-08;
8812340-autouncle.nl;autouncle.nl;Volvo XC40 2.0 B3 Essential;Volvo;XC40;2024;Petrol;Automatic;2000;163;119;1495;EUR;39950;44744;4794;0;10.71;0;39950;44744;4794;0;climate control,parking,stop and go,lane warning,gps,esp,anti spin,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/viabovag-nl/8812340/18395947;2024-09-08;
15190186-autouncle.fr;autouncle.fr;Volvo XC40 T2 129 ch BVM;Volvo;XC40;2021;Petrol;Manual;1500;129;94;42312;EUR;27500;30684;3184;0;10.38;0;27500;30684;3184;0;particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15190186/20584499;2024-09-08;
7344021-autouncle.pl;autouncle.pl;Volvo XC40 XC40 T2 Core aut;Volvo;XC40;2024;Petrol;Automatic;1500;129;94;7432;PLN;139900;202208;62308;0;30.81;0;32489;46958;14470;0;;https://www.autouncle.pl/en/outgoing_link/selekt-volvocars-pl/7344021/11719044;2024-09-08;
8746012-autouncle.nl;autouncle.nl;Volvo XC40 1.5 T5 Twin Engine Momentum Pro;Volvo;XC40;2020;Petrol;Automatic;1500;262;192;52571;EUR;29950;33464;3514;0;10.50;0;29950;33464;3514;0;climate control,parking,stop and go,lane warning,gps,esp,anti spin,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8746012/18398359;2024-09-08;
14636884-autouncle.fr;autouncle.fr;Volvo XC40 T5 Recharge 180+82 ch DCT7 Inscription;Volvo;XC40;2021;Petrol;Automatic;1500;180;132;57040;EUR;32990;37126;4136;0;11.14;0;32990;37126;4136;0;particle filter,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/heycar-fr/14636884/19760460;2024-09-08;
8120952-autouncle.nl;autouncle.nl;Volvo XC40 1.5 T4 Recharge Ultimate Bright | PANORAMADAK | CLIMA | ACC | BLIS | NAVI | DAB | APPLE |;Volvo;XC40;2022;LPG;Automatic;1500;211;155;38866;EUR;39445;43721;4276;0;9.78;0;39445;43721;4276;0;glass roof,xenon;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8120952/16931274;2024-09-06;
6051378-autouncle.nl;autouncle.nl;Volvo XC40 1.5 T5 Recharge R-Design Panorama Dak | 20 LMV |;Volvo;XC40;2022;Petrol;Automatic;1500;262;192;15769;EUR;37995;41654;3659;0;8.78;0;37995;41654;3659;0;glass roof,climate control,parking,stop and go,lane warning,gps,esp,anti spin,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/autotrader-nl/6051378/12530650;2024-09-02;
15193474-autouncle.fr;autouncle.fr;Volvo XC60 D3 150 ch;Volvo;XC60;2019;Diesel;Manual;2000;150;110;82000;EUR;28980;32289;3309;0;10.25;0;28980;32289;3309;0;4wd,particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,dist;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193474/20590005;2024-09-08;
8746083-autouncle.nl;autouncle.nl;Volvo XC60 Recharge T8 AWD R-Design | PHEV | Panoramadak | Tr;Volvo;XC60;2020;Hybrid;Automatic;2000;390;286;45402;EUR;42900;49007;6107;0;12.46;0;42900;49007;6107;0;4wd,glass roof,climate control,tow bar,stop and go,lane warning,isofix,gps,esp,anti spin,xenon,auto dimming mirror,sport seats,rain sensor,d;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8746083/18273100;2024-09-02;
15178080-autouncle.fr;autouncle.fr;Volvo XC60 T6 AWD 253 + 87ch R-Design Geartronic;Volvo;XC60;2020;Hybrid;Automatic;2000;253;186;97304;EUR;36900;40571;3671;0;9.05;0;36900;40571;3671;0;4wd,particle filter,glass roof,aircondition,parking,sunroof,isofix,gps,esp,anti spin,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/groupe-maurin-com/15178080/20567248;2024-09-08;
8812217-autouncle.nl;autouncle.nl;Volvo XC60 T8 Recharge | R-Design | 392PK;Volvo;XC60;2020;Petrol;Automatic;2000;392;288;106000;EUR;35950;42208;6258;0;14.83;0;35950;42208;6258;0;4wd,full leather,glass roof,parking,tow bar,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mi;https://www.autouncle.nl/en/outgoing_link/autoscout24-nl/8812217/18398149;2024-09-08;
15190074-autouncle.fr;autouncle.fr;Volvo XC60 D3 MOMENTUM PRO - LED - NAVI;Volvo;XC60;2019;Diesel;Manual;2000;150;110;39830;EUR;27495;32187;4692;0;14.58;0;27495;32187;4692;0;climate control,parking,stop and go,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/autoscout24/15190074/20584281;2024-09-08;
8790319-autouncle.nl;autouncle.nl;Volvo XC60 2.0 T5 250PK R-Design PANORAMADAK / 21INCH / CAMER;Volvo;XC60;2018;Petrol;Automatic;2000;250;183;102875;EUR;33945;37694;3749;0;9.95;0;33945;37694;3749;0;4wd,full leather,glass roof,climate control,parking,tow bar,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,el seat;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8790319/18361188;2024-09-05;
5043916-autouncle.ro;autouncle.ro;Volvo XC60 T8 Twin Engine AWD Geartronic Inscription;Volvo;XC60;2020;Hybrid;Automatic;2000;303;222;84765;EUR;33800;37402;3602;0;9.63;0;33800;37402;3602;0;4wd,full leather,glass roof,climate control,parking,tow bar,stop and go,lane warning,isofix,gps,esp,el seats,distance control;https://www.autouncle.ro/en/outgoing_link/autovit/5043916/5846214;2024-09-02;
15193947-autouncle.fr;autouncle.fr;Volvo XC60 B4 197 ch diesel BVA;Volvo;XC60;2020;Diesel;Automatic;2000;197;144;76800;EUR;33480;37807;4327;0;11.44;0;33480;37807;4327;0;4wd,particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193947/20590695;2024-09-08;
15130155-autouncle.fr;autouncle.fr;Volvo XC60 B4 197 ch essence BVA;Volvo;XC60;2020;Petrol;Automatic;2000;197;144;42198;EUR;33700;39595;5895;0;14.89;0;33700;39595;5895;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,el seats,auto dimming mirror,rain sensor,distance c;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15130155/20524162;2024-09-02;
15180800-autouncle.fr;autouncle.fr;Volvo XC60 T6 Recharge AWD 253 ch + 145 ch Geartronic 8 R-Design;Volvo;XC60;2021;Hybrid;Automatic;2000;254;186;34902;EUR;41800;49399;7599;0;15.38;0;41800;49399;7599;0;4wd,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/autoscout24/15180800/20576755;2024-09-08;
8812862-autouncle.nl;autouncle.nl;Volvo XC60 T8 AWD Recharge R-Design | Trekhaak | Stoelverwarming | Standkachel met On Call App | Par;Volvo;XC60;2020;Electric;Automatic;2000;390;286;60990;EUR;42900;48801;5901;0;12.09;0;42900;48801;5901;0;4wd,glass roof,climate control,tow bar,sunroof,stop and go,gps,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8812862/18396832;2024-09-08;
8814639-autouncle.nl;autouncle.nl;Volvo XC60 Plus, B4 mild hybrid, Benzine, Dark + Navi + Leder + Pano + ....;Volvo;XC60;2023;Hybrid;Automatic;2000;0;0;10744;EUR;48950;53015;4065;0;7.67;0;48950;53015;4065;0;full leather;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8814639/18401292;2024-09-08;
7330583-autouncle.pl;autouncle.pl;Volvo XC60 II (2017-);Volvo;XC60;2019;Diesel;Automatic;2000;190;139;162941;PLN;102336;87045;0;15291;0;17.57;23765;20214;0;3551;4wd,pilot,climate control,lane warning,isofix,esp,anti spin,driver alert,rain sensor;https://www.autouncle.pl/en/outgoing_link/gratka/7330583/11697239;2024-09-02;
8788270-autouncle.nl;autouncle.nl;Volvo XC60 RECHARGE T8 AWD INSCRIPTION *LONG RANGE* -TREKHAAK|CAMERA|HK-AUDIO|PANO.DAK|POWER-SEATS|G;Volvo;XC60;2022;LPG;Automatic;2000;454;333;17539;EUR;56900;61745;4845;0;7.85;0;56900;61745;4845;0;4wd,full leather,xenon;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8788270/18342281;2024-09-06;
15045371-autouncle.fr;autouncle.fr;Volvo XC60 D3 AdBlue 150 Momentum +GPS +Caméra;Volvo;XC60;2020;Diesel;Manual;2000;150;110;67637;EUR;27000;30835;3835;0;12.44;0;27000;30835;3835;0;gps;https://www.autouncle.fr/en/outgoing_link/autoscout24/15045371/20366279;2024-09-08;
15193479-autouncle.fr;autouncle.fr;Volvo XC60 D3 150 ch;Volvo;XC60;2019;Diesel;Manual;2000;150;110;65772;EUR;30450;33991;3541;0;10.42;0;30450;33991;3541;0;4wd,particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193479/20590020;2024-09-08;
15191381-autouncle.fr;autouncle.fr;Volvo XC60 D4 190ch Momentum Geartronic;Volvo;XC60;2017;Diesel;Automatic;2000;193;141;90100;EUR;22999;28763;5764;0;20.04;0;22999;28763;5764;0;climate control,stop and go,rain sensor;https://www.autouncle.fr/en/outgoing_link/autoscout24/15191381/20586602;2024-09-08;
15189245-autouncle.fr;autouncle.fr;Volvo XC60 T5 250 ch BVA;Volvo;XC60;2019;Petrol;Automatic;2000;250;183;72210;EUR;36700;40578;3878;0;9.56;0;36700;40578;3878;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,distance cont;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15189245/20582934;2024-09-08;
5427536-autouncle.ch;autouncle.ch;Volvo XC90 T5 AWD Momentum Geartronic;Volvo;XC90;2019;Petrol;Automatic;2000;250;183;175900;CHF;26900;30633;3733;0;12.19;0;28625;32597;3972;0;4wd;https://www.autouncle.ch/en/outgoing_link/autoscout24-ch/5427536/7201404;2024-09-06;
8798373-autouncle.nl;autouncle.nl;Volvo XC90 T8 AWD Recharge Inscription | Luchtvering | Trekhaak | 360° Camera | Head-Up Display | H;Volvo;XC90;2021;Petrol;Automatic;2000;390;286;37692;EUR;60900;65401;4501;0;6.88;0;60900;65401;4501;0;4wd,full leather,glass roof,climate control,parking,tow bar,sunroof,stop and go,gps,headup display,auto dimming mirror,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/broekhuis-nl/8798373/18364462;2024-09-06;
8804023-autouncle.nl;autouncle.nl;Volvo XC90 T8 Recharge AWD Inscription;Volvo;XC90;2021;LPG;Automatic;2000;389;286;45578;EUR;54495;61812;7317;0;11.84;0;54495;61812;7317;0;4wd,full leather,xenon,is service ok;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8804023/18377896;2024-09-08;
8746227-autouncle.nl;autouncle.nl;Volvo XC90 2.0 T8 Recharge AWD Inscription | Long Range | Panoramadak | H&K | Trekhaak | 360 Camera;Volvo;XC90;2022;Petrol;Automatic;2000;455;334;31845;EUR;67450;73206;5756;0;7.86;0;67450;73206;5756;0;4wd,pilot,glass roof,climate control,tow bar,stop and go,isofix,gps,auto dimming mirror;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8746227/18257608;2024-09-02;
15178789-autouncle.fr;autouncle.fr;Volvo XC90 D5 AWD 225;Volvo;XC90;2015;Diesel;Automatic;2000;224;164;90000;EUR;35600;40348;4748;0;11.77;0;35600;40348;4748;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,driver alert,el seats,auto dimming mirror,sport seats,rain sens;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15178789/20568118;2024-09-08;
8808650-autouncle.nl;autouncle.nl;Volvo XC90 2.0 T8 AWD Inscription 408PK PANO+TREKH+CARPLAY;Volvo;XC90;2015;LPG;Automatic;2000;407;299;145551;EUR;34600;38454;3854;0;10.02;0;34600;38454;3854;0;4wd,full leather,glass roof,climate control,tow bar,sunroof,stop and go,isofix,gps,headup display,el seats,auto dimming mirror,sport seats,rain ;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8808650/18388188;2024-09-08;
15186266-autouncle.fr;autouncle.fr;VW Amarok 2.0 TDI 205 BVA 4MOTION;VW;Amarok;2024;Diesel;Automatic;2000;205;150;800;EUR;47990;55388;7398;0;13.36;0;47990;55388;7398;0;4wd,particle filter,climate control,parking,removable tow bar,stop and go,lane warning,gps,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15186266/20578402;2024-09-08;
4687158-autouncle.ch;autouncle.ch;VW Amarok 3.0TDI Aventura 4Motion Automatic;VW;Amarok;2019;Diesel;Automatic;3000;258;189;73000;CHF;36990;42155;5165;0;12.25;0;39362;44858;5496;0;4wd,particle filter,pilot,climate control,tow bar,stop and go,isofix,gps,esp,anti spin,xenon,el seats,rain sensor;https://www.autouncle.ch/en/outgoing_link/autoscout24-ch/4687158/6987227;2024-09-02;
15183088-autouncle.fr;autouncle.fr;VW Arteon SHOOTING BRAKE 1.4 TSI eHybrid OPF 218ch R-Line DSG6;VW;Arteon;2022;Hybrid-petrol;Automatic;1400;156;114;82958;EUR;29900;34969;5069;0;14.50;0;29900;34969;5069;0;particle filter,aircondition,parking,isofix,gps,esp,anti spin,headup display,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/autosphere-fr/15183088/20573862;2024-09-08;
15177948-autouncle.fr;autouncle.fr;VW Arteon 1.4 Ehybrid Phev * New Lift * Ecl Amb * Cockpit *;VW;Arteon;2022;Hybrid;Automatic;1400;156;114;24000;EUR;36072;42588;6516;0;15.30;0;36072;42588;6516;0;parking,lane warning,isofix,gps,esp,anti spin,xenon,sport package,el seats,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15177948/20567113;2024-09-08;
15182504-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2021;Petrol;Automatic;2000;280;205;30187;EUR;40690;47082;6392;0;13.58;0;40690;47082;6392;0;4wd,particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,headup display,driver alert,el seats,auto dimming mirror,;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15182504/20573099;2024-09-08;
15181745-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2021;Petrol;Automatic;2000;280;205;31052;EUR;40980;46949;5969;0;12.71;0;40980;46949;5969;0;4wd,particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,headup display,driver alert,el seats,auto dimming mirror,;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15181745/20572034;2024-09-08;
15184253-autouncle.fr;autouncle.fr;VW Arteon Artéon Shooting Brake 2.0 16V TDI Evo SCR - 150 - BV DSG 7;VW;Arteon;2023;Diesel;Automatic;2000;150;110;25300;EUR;35900;41717;5817;0;13.94;0;35900;41717;5817;0;climate control,parking,stop and go,gps,esp,anti spin;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15184253/20575262;2024-09-08;
15183958-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2020;Petrol;Automatic;2000;190;139;80000;EUR;30800;35358;4558;0;12.89;0;30800;35358;4558;0;4wd,climate control,parking,stop and go,gps,esp,anti spin,el seats,sport seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183958/20575015;2024-09-08;
15184255-autouncle.fr;autouncle.fr;VW Arteon Artéon Shooting Brake 2.0 16V TDI Evo SCR - 200 - BV DSG 7;VW;Arteon;2023;Diesel;Automatic;2000;200;147;20863;EUR;38500;42101;3601;0;8.55;0;38500;42101;3601;0;climate control,stop and go,gps,esp,anti spin;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15184255/20575268;2024-09-08;
15183898-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2020;Petrol;Automatic;2000;190;139;41600;EUR;30840;35511;4671;0;13.15;0;30840;35511;4671;0;particle filter,climate control,parking,stop and go,lane warning,gps,esp,anti spin,driver alert,el seats,auto dimming mirror,sport seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183898/20574942;2024-09-08;
15130216-autouncle.fr;autouncle.fr;VW Arteon 2.0 TDI 150 BVA;VW;Arteon;2023;Diesel;Automatic;2000;150;110;27231;EUR;37600;42416;4816;0;11.35;0;37600;42416;4816;0;particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15130216/20557672;2024-09-06;
15176123-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2018;Petrol;Automatic;2000;190;139;71000;EUR;29750;33701;3951;0;11.72;0;29750;33701;3951;0;4wd,glass roof,climate control,parking,sunroof,stop and go,lane warning,gps,esp,anti spin,driver alert,el seats,auto dimming mirror,rain sensor,;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15176123/20564658;2024-09-08;
15183910-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 190 BVA;VW;Arteon;2020;Petrol;Automatic;2000;190;139;59000;EUR;27990;33662;5672;0;16.85;0;27990;33662;5672;0;climate control,parking,stop and go,lane warning,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183910/20574956;2024-09-08;
15149687-autouncle.fr;autouncle.fr;VW Arteon 2.0 TSI 320 BVA 4MOTION;VW;Arteon;2022;Petrol;Automatic;2000;320;235;30300;EUR;41300;48584;7284;0;14.99;0;41300;48584;7284;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport s;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15149687/20526050;2024-09-02;
7343013-autouncle.pl;autouncle.pl;VW Arteon 2,0TDI 200PS 4Motion R-line Virtual Cocpit IQ.Light ACC DCC FV;VW;Arteon;2021;Diesel;Automatic;2000;200;147;159000;PLN;135900;149394;13494;0;9.03;0;31560;34693;3134;0;4wd;https://www.autouncle.pl/en/outgoing_link/gratka/7343013/11717523;2024-09-08;
15194450-autouncle.fr;autouncle.fr;VW Caddy 2.0 TDI 75;VW;Caddy;2019;Diesel;Manual;2000;75;55;46100;EUR;22700;25665;2965;0;11.55;0;22700;25665;2965;0;4wd,particle filter,climate control,parking,stop and go,isofix,esp,anti spin,el seats,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194450/20591618;2024-09-08;
15176609-autouncle.fr;autouncle.fr;VW Caddy 1.0 TSI 102;VW;Caddy;2020;Petrol;Manual;1000;102;75;56844;EUR;21200;24250;3050;0;12.58;0;21200;24250;3050;0;4wd,climate control,parking,stop and go,isofix,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15176609/20590676;2024-09-08;
15194525-autouncle.fr;autouncle.fr;VW Caddy 2.0 TDI 75;VW;Caddy;2019;Diesel;Manual;2000;75;55;44100;EUR;19990;24762;4772;0;19.27;0;19990;24762;4772;0;4wd,particle filter,aircondition,parking,stop and go,esp,anti spin,el seats,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194525/20591780;2024-09-08;
8803719-autouncle.nl;autouncle.nl;VW Caddy 2.0TDI EU6 Airco/Cruise;VW;Caddy;2018;Diesel;Manual;2000;75;55;105038;EUR;8950;11897;2947;0;24.77;0;8950;11897;2947;0;aircondition;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/8803719/18377239;2024-09-08;
